Shares,URL,Text,Insider,Position,Transaction,Start Date,Ownership,Value,tic
12004,,,GILL MICHELLE,Officer,,2025-12-15,D,,PYPL
5792,,,KELLER FRANK,Officer,,2025-12-01,D,,PYPL
4162,,Sale at price 59.80 - 60.57 per share.,KEREERE SUZAN,Officer,,2025-11-19,D,249057.0,PYPL
8503,,,KEREERE SUZAN,Officer,,2025-11-14,D,,PYPL
9282,,Sale at price 66.29 - 66.30 per share.,WEBSTER AARON JAMES,Officer,,2025-11-10,D,615310.0,PYPL
12500,,Sale at price 68.85 - 68.96 per share.,KEREERE SUZAN,Officer,,2025-11-03,D,860935.0,PYPL
3838,,Sale at price 68.41 - 70.20 per share.,SCOTTI DIEGO,Officer,,2025-10-30,D,264702.0,PYPL
5000,,Sale at price 69.52 per share.,KEREERE SUZAN,Officer,,2025-10-30,D,347622.0,PYPL
1374,,Sale at price 69.13 per share.,NATALI CHRIS,Officer,,2025-10-30,D,94987.0,PYPL
8588,,,SCOTTI DIEGO,Officer,,2025-10-15,D,,PYPL
106671,,,CHRISS JAMES ALEXANDER,Chief Executive Officer,,2025-10-15,D,,PYPL
8524,,,WEBSTER AARON JAMES,Officer,,2025-10-15,D,,PYPL
2727,,,NATALI CHRIS,Officer,,2025-10-15,D,,PYPL
1639,,,KELLER FRANK,Officer,,2025-10-15,D,,PYPL
12004,,,MILLER JAMIE S,Officer,,2025-09-15,D,,PYPL
12004,,,GILL MICHELLE,Officer,,2025-09-15,D,,PYPL
5792,,,KELLER FRANK,Officer,,2025-08-29,D,,PYPL
4162,,Sale at price 69.31 - 70.29 per share.,KEREERE SUZAN,Officer,,2025-08-19,D,288792.0,PYPL
8503,,,KEREERE SUZAN,Officer,,2025-08-15,D,,PYPL
3838,,Sale at price 69.01 - 69.77 per share.,SCOTTI DIEGO,Officer,,2025-07-31,D,265285.0,PYPL
7102,,Sale at price 69.35 per share.,NATALI CHRIS,Officer,,2025-07-31,D,492529.0,PYPL
8588,,,SCOTTI DIEGO,Officer,,2025-07-15,D,,PYPL
23280,,,CHRISS JAMES ALEXANDER,Chief Executive Officer,,2025-07-15,D,,PYPL
8525,,,WEBSTER AARON JAMES,Officer,,2025-07-15,D,,PYPL
10905,,,NATALI CHRIS,Officer,,2025-07-15,D,,PYPL
1639,,,KELLER FRANK,Officer,,2025-07-15,D,,PYPL
4322,,Stock Award(Grant) at price 0.00 per share.,STANLEY DEIRDRE,Director,,2025-06-24,D,0.0,PYPL
146,,Stock Award(Grant) at price 0.00 per share.,DORMAN DAVID WYATT,Director,,2025-06-23,D,0.0,PYPL
131,,Stock Award(Grant) at price 0.00 per share.,YEARY FRANK D,Director,,2025-06-23,D,0.0,PYPL
12006,,,MILLER JAMIE S,Chief Operating Officer,,2025-06-13,D,,PYPL
12006,,,GILL MICHELLE,Officer,,2025-06-13,D,,PYPL
3839,,Sale at price 73.24 per share.,SCOTTI DIEGO,Officer,,2025-06-06,D,281158.0,PYPL
3795,,Sale at price 73.00 per share.,MESSEMER DEBORAH M,Director,,2025-06-06,D,277036.0,PYPL
4162,,Sale at price 73.24 per share.,KEREERE SUZAN,Officer,,2025-06-06,D,304827.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,DI SIBIO CARMINE,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,CHIK JOY,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,SARNOFF ANN M,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,CHRISTODORO JONATHAN,Director,,2025-06-05,D,0.0,PYPL
5003,,Stock Award(Grant) at price 0.00 per share.,LORES ENRIQUE J,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,MOFFETT DAVID M,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,MCGOVERN GAIL J,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,DORMAN DAVID WYATT,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,YEARY FRANK D,Director,,2025-06-05,D,0.0,PYPL
3795,,Stock Award(Grant) at price 0.00 per share.,MESSEMER DEBORAH M,Director,,2025-06-05,D,0.0,PYPL
5795,,,KELLER FRANK,Officer,,2025-05-30,D,,PYPL
8504,,,KEREERE SUZAN,Officer,,2025-05-15,D,,PYPL
8589,,,SCOTTI DIEGO,Officer,,2025-04-15,D,,PYPL
23280,,,CHRISS JAMES ALEXANDER,Chief Executive Officer,,2025-04-15,D,,PYPL
65565,,,WEBSTER AARON JAMES,Officer,,2025-04-15,D,,PYPL
19985,,,KELLER FRANK,Officer,,2025-04-15,D,,PYPL
12007,,,MILLER JAMIE S,Officer,,2025-03-14,D,,PYPL
12007,,,GILL MICHELLE,Officer,,2025-03-14,D,,PYPL
807,,Stock Award(Grant) at price 0.00 per share.,CHIK JOY,Director,,2025-03-10,D,0.0,PYPL
16970,,,KELLER FRANK,Officer,,2025-02-28,D,,PYPL
2446,,Sale at price 72.15 per share.,MCGOVERN GAIL J,Director,,2025-02-27,D,176479.0,PYPL
95237,,,KEREERE SUZAN,Officer,,2025-02-14,D,,PYPL
34354,,,SCOTTI DIEGO,Officer,,2025-01-15,D,,PYPL
23280,,,CHRISS JAMES ALEXANDER,Chief Executive Officer,,2025-01-15,D,,PYPL
1944,,Stock Award(Grant) at price 0.00 per share.,LORES ENRIQUE J,Director,,2025-01-02,D,0.0,PYPL
1335,,Stock Award(Grant) at price 0.00 per share.,DORMAN DAVID WYATT,Director,,2025-01-02,D,0.0,PYPL
1161,,Stock Award(Grant) at price 0.00 per share.,YEARY FRANK D,Director,,2025-01-02,D,0.0,PYPL
48022,,,MILLER JAMIE S,Chief Financial Officer,,2024-12-13,D,,PYPL
48022,,,GILL MICHELLE,Officer,,2024-12-13,D,,PYPL
3296,,,KELLER FRANK,Officer,,2024-11-29,D,,PYPL
176511,,,CHRISS JAMES ALEXANDER,Chief Executive Officer,,2024-10-15,D,,PYPL
3296,,,KELLER FRANK,Officer,,2024-08-30,D,,PYPL
1916,,Stock Award(Grant) at price 0.00 per share.,LORES ENRIQUE J,Director,,2024-07-24,D,0.0,PYPL
4249,,Stock Award(Grant) at price 0.00 per share.,DI SIBIO CARMINE,Director,,2024-07-01,D,0.0,PYPL
3296,,,KELLER FRANK,Officer,,2024-05-31,D,,PYPL
4422,,Sale at price 61.65 per share.,MESSEMER DEBORAH M,Director,,2024-05-24,D,272616.0,PYPL
5829,,Stock Award(Grant) at price 0.00 per share.,DONAHOE JOHN JOSEPH II,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,SARNOFF ANN M,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,ADKINS RODNEY C.,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,CHRISTODORO JONATHAN,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,LORES ENRIQUE J,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,MOFFETT DAVID M,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,MCGOVERN GAIL J,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,DORMAN DAVID WYATT,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,YEARY FRANK D,Director,,2024-05-22,D,0.0,PYPL
4422,,Stock Award(Grant) at price 0.00 per share.,MESSEMER DEBORAH M,Director,,2024-05-22,D,0.0,PYPL
2500,,Sale at price 130.12 - 131.17 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2026-04-13,D,325854.0,QCOM
85,,Sale at price 125.50 per share.,GRECH PATRICIA Y,Officer,,2026-04-02,I,10668.0,QCOM
262,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2026-03-31,D,0.0,QCOM
538,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2026-03-31,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,ACEVEDO SYLVIA,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,KOLTER JEREMY Z,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,HENDERSON JEFFREY WILLIAM,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,MYERS MARIE ELIZABETH,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,LIVERMORE ANN M,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,FIELDS MARK F,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,ROSENFELD IRENE B,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,MILLER JAMIE S,Director,,2026-03-17,D,0.0,QCOM
2563,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2026-03-17,D,0.0,QCOM
2500,,Sale at price 131.03 - 134.70 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2026-03-12,D,330815.0,QCOM
581,,Sale at price 133.50 per share.,GRECH PATRICIA Y,Officer,,2026-03-12,I,77564.0,QCOM
2355,,,ACEVEDO SYLVIA,Director,,2026-03-06,D,,QCOM
2355,,,HENDERSON JEFFREY WILLIAM,Director,,2026-03-06,D,,QCOM
2355,,,LIVERMORE ANN M,Director,,2026-03-06,I,,QCOM
2355,,,MILLER JAMIE S,Director,,2026-03-06,I,,QCOM
2355,,,MCLAUGHLIN MARK D,Director,,2026-03-06,I,,QCOM
1261,,,GRECH PATRICIA Y,Officer,,2026-02-20,I,,QCOM
26542,,Stock Gift at price 0.00 per share.,ACE HEATHER S,Officer,,2026-02-19,D,0.0,QCOM
3200,,Sale at price 137.00 per share.,ACE HEATHER S,Officer,,2026-02-09,I,438400.0,QCOM
3333,,Sale at price 136.01 - 138.62 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2026-02-06,D,458799.0,QCOM
3333,,Sale at price 172.89 - 174.39 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2026-01-02,D,577620.0,QCOM
197,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2025-12-31,D,0.0,QCOM
2130,,,TRICOIRE JEAN-PASCAL,Director,,2025-12-31,D,,QCOM
168,,Stock Award(Grant) at price 0.00 per share.,YOUNG CHRISTOPHER DAVID,Director,,2025-12-31,D,0.0,QCOM
168,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2025-12-31,D,0.0,QCOM
401,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2025-12-31,D,0.0,QCOM
12538,,Sale at price 174.36 - 177.01 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-12-19,D,2197736.0,QCOM
7180,,Sale at price 177.51 - 179.00 per share.,CHAPLIN ANN C,General Counsel,,2025-12-16,D,1278238.0,QCOM
15917,,Sale at price 176.83 - 178.82 per share.,ROGERS ALEXANDER H,Officer,,2025-12-16,D,2833331.0,QCOM
24576,,Stock Award(Grant) at price 0.00 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-12-15,D,0.0,QCOM
18260,,,PALKHIWALA AKASH J,Chief Operating Officer,,2025-12-15,D,,QCOM
14899,,Stock Award(Grant) at price 0.00 per share.,CHAPLIN ANN C,General Counsel,,2025-12-15,D,0.0,QCOM
10424,,,CHAPLIN ANN C,General Counsel,,2025-12-15,D,,QCOM
2999,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-12-15,I,,QCOM
70203,,Stock Award(Grant) at price 0.00 per share.,AMON CRISTIANO RENNO,Chief Executive Officer,,2025-12-15,I,0.0,QCOM
44383,,,AMON CRISTIANO RENNO,Chief Executive Officer,,2025-12-15,I,,QCOM
11407,,Stock Award(Grant) at price 0.00 per share.,ACE HEATHER S,Officer,,2025-12-15,D,0.0,QCOM
8213,,,ACE HEATHER S,Officer,,2025-12-15,D,,QCOM
21051,,Stock Award(Grant) at price 0.00 per share.,ROGERS ALEXANDER H,Officer,,2025-12-15,D,0.0,QCOM
13312,,,ROGERS ALEXANDER H,Officer,,2025-12-15,D,,QCOM
203,,Sale at price 170.00 per share.,GRECH PATRICIA Y,Officer,,2025-12-02,I,34510.0,QCOM
513,,Sale at price 160.95 per share.,GRECH PATRICIA Y,Officer,,2025-11-21,I,82567.0,QCOM
1150,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-11-20,I,,QCOM
1095,,,GRECH PATRICIA Y,Officer,,2025-11-20,I,,QCOM
3333,,Sale at price 169.03 - 173.64 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-11-07,D,567702.0,QCOM
203,,Sale at price 172.87 per share.,GRECH PATRICIA Y,Officer,,2025-11-07,I,35093.0,QCOM
1600,,Sale at price 172.87 per share.,ACE HEATHER S,Officer,,2025-11-07,I,276592.0,QCOM
8335,,Sale at price 162.91 - 167.10 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-10-20,D,1384142.0,QCOM
8111,,,PALKHIWALA AKASH J,Chief Operating Officer,,2025-10-15,D,,QCOM
5475,,,CHAPLIN ANN C,General Counsel,,2025-10-15,D,,QCOM
5773,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-10-15,I,,QCOM
18655,,,AMON CRISTIANO RENNO,Chief Executive Officer,,2025-10-15,I,,QCOM
5069,,,ACE HEATHER S,Officer,,2025-10-15,D,,QCOM
5676,,,ROGERS ALEXANDER H,Officer,,2025-10-15,D,,QCOM
150000,,Sale at price 165.16 - 166.56 per share.,AMON CRISTIANO RENNO,Chief Executive Officer,,2025-10-01,I,24833983.0,QCOM
202,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2025-09-30,D,0.0,QCOM
172,,Stock Award(Grant) at price 0.00 per share.,YOUNG CHRISTOPHER DAVID,Director,,2025-09-30,D,0.0,QCOM
172,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2025-09-30,D,0.0,QCOM
428,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2025-09-30,D,0.0,QCOM
201,,Sale at price 170.00 per share.,GRECH PATRICIA Y,Officer,,2025-09-22,I,34170.0,QCOM
273,,Sale at price 161.42 per share.,GRECH PATRICIA Y,Officer,,2025-09-12,I,44068.0,QCOM
3333,,Sale at price 155.81 - 158.74 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-09-02,D,522808.0,QCOM
1049,,Stock Award(Grant) at price 0.00 per share.,KOLTER JEREMY Z,Director,,2025-09-02,D,0.0,QCOM
236,,Sale at price 158.36 per share.,GRECH PATRICIA Y,Officer,,2025-08-27,I,37373.0,QCOM
791,,Sale at price 154.82 per share.,MARTIN NEIL A,Officer,,2025-08-21,D,122463.0,QCOM
1631,,,MARTIN NEIL A,Officer,,2025-08-20,D,,QCOM
1143,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-08-20,I,,QCOM
3333,,Sale at price 147.65 - 150.43 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-08-04,D,493610.0,QCOM
1600,,Sale at price 146.40 per share.,ACE HEATHER S,Officer,,2025-08-01,I,234240.0,QCOM
3333,,Sale at price 159.45 - 162.27 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-07-02,D,537560.0,QCOM
211,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2025-06-30,D,0.0,QCOM
180,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2025-06-30,D,0.0,QCOM
455,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2025-06-30,D,0.0,QCOM
3333,,Sale at price 145.45 - 146.87 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-06-02,D,486965.0,QCOM
786,,Sale at price 153.70 per share.,MARTIN NEIL A,Officer,,2025-05-21,D,120808.0,QCOM
1622,,,MARTIN NEIL A,Officer,,2025-05-20,D,,QCOM
3826,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-05-20,I,,QCOM
1748,,Stock Award(Grant) at price 0.00 per share.,YOUNG CHRISTOPHER DAVID,Director,,2025-05-12,D,0.0,QCOM
3333,,Sale at price 139.52 - 140.13 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-05-05,D,465846.0,QCOM
1600,,Sale at price 137.74 per share.,ACE HEATHER S,Officer,,2025-05-02,I,220384.0,QCOM
648,,Sale at price 136.95 - 144.10 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-04-09,D,91442.0,QCOM
904,,Sale at price 131.10 - 134.46 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-04-08,D,119900.0,QCOM
1781,,Sale at price 130.99 - 133.65 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-04-04,D,235262.0,QCOM
219,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2025-03-31,D,0.0,QCOM
187,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2025-03-31,D,0.0,QCOM
451,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2025-03-31,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,ACEVEDO SYLVIA,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,HENDERSON JEFFREY WILLIAM,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,MYERS MARIE ELIZABETH,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,LIVERMORE ANN M,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,FIELDS MARK F,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,ROSENFELD IRENE B,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,MILLER JAMIE S,Director,,2025-03-18,D,0.0,QCOM
2097,,Stock Award(Grant) at price 0.00 per share.,MCLAUGHLIN MARK D,Director,,2025-03-18,D,0.0,QCOM
1600,,Sale at price 154.24 per share.,ACE HEATHER S,Officer,,2025-03-12,I,246784.0,QCOM
1901,,,ACEVEDO SYLVIA,Director,,2025-03-07,D,,QCOM
1901,,,JOHNSON GREGORY N,Director,,2025-03-07,D,,QCOM
1901,,,HENDERSON JEFFREY WILLIAM,Director,,2025-03-07,D,,QCOM
1901,,,LIVERMORE ANN M,Director,,2025-03-07,I,,QCOM
1901,,,MILLER JAMIE S,Director,,2025-03-07,I,,QCOM
1901,,,MCLAUGHLIN MARK D,Director,,2025-03-07,I,,QCOM
3337,,Sale at price 153.08 - 159.63 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-03-03,D,523292.0,QCOM
744,,Sale at price 174.83 per share.,MARTIN NEIL A,Officer,,2025-02-21,D,130074.0,QCOM
1612,,,MARTIN NEIL A,Officer,,2025-02-20,D,,QCOM
1130,,,ACHOUR BAAZIZ,Chief Technology Officer,,2025-02-20,I,,QCOM
3000,,Sale at price 169.03 - 170.69 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-02-12,D,509397.0,QCOM
19287,,Sale at price 169.72 - 170.28 per share.,ROGERS ALEXANDER H,Officer,,2025-02-10,D,3275553.0,QCOM
3000,,Sale at price 153.50 - 157.18 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2025-01-02,D,463851.0,QCOM
219,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2024-12-31,D,0.0,QCOM
187,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2024-12-31,D,0.0,QCOM
2587,,Sale at price 158.12 per share.,CHAPLIN ANN C,General Counsel,,2024-12-16,D,409056.0,QCOM
17873,,,PALKHIWALA AKASH J,Chief Operating Officer,,2024-12-13,D,,QCOM
10205,,,CHAPLIN ANN C,General Counsel,,2024-12-13,D,,QCOM
43445,,,AMON CRISTIANO RENNO,Chief Executive Officer,,2024-12-13,I,,QCOM
20530,,,THOMPSON JAMES H.,Chief Technology Officer,,2024-12-13,D,,QCOM
8037,,,ACE HEATHER S,Officer,,2024-12-13,D,,QCOM
13030,,,ROGERS ALEXANDER H,Officer,,2024-12-13,D,,QCOM
7717,,Sale at price 159.98 - 160.99 per share.,CHAPLIN ANN C,General Counsel,,2024-12-10,D,1239288.0,QCOM
10373,,Sale at price 159.96 - 160.97 per share.,ROGERS ALEXANDER H,Officer,,2024-12-10,D,1665781.0,QCOM
21736,,Stock Award(Grant) at price 0.00 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2024-12-09,D,0.0,QCOM
25455,,Stock Award(Grant) at price 0.00 per share.,CHAPLIN ANN C,General Counsel,,2024-12-09,D,0.0,QCOM
72450,,Stock Award(Grant) at price 0.00 per share.,AMON CRISTIANO RENNO,Chief Executive Officer,,2024-12-09,I,0.0,QCOM
40754,,Stock Award(Grant) at price 0.00 per share.,THOMPSON JAMES H.,Chief Technology Officer,,2024-12-09,D,0.0,QCOM
12453,,Stock Award(Grant) at price 0.00 per share.,ACE HEATHER S,Officer,,2024-12-09,D,0.0,QCOM
22641,,Stock Award(Grant) at price 0.00 per share.,ROGERS ALEXANDER H,Officer,,2024-12-09,D,0.0,QCOM
3000,,Sale at price 160.29 - 163.49 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2024-12-05,D,484617.0,QCOM
1304,,Sale at price 155.00 per share.,MARTIN NEIL A,Officer,,2024-11-21,D,202120.0,QCOM
2276,,,MARTIN NEIL A,Officer,,2024-11-20,D,,QCOM
3000,,Sale at price 162.52 - 164.58 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2024-11-14,D,491349.0,QCOM
8000,,Sale at price 172.09 per share.,THOMPSON JAMES H.,Chief Technology Officer,,2024-11-08,D,1376720.0,QCOM
1901,,Sale at price 165.06 per share.,CHAPLIN ANN C,General Counsel,,2024-11-04,D,313779.0,QCOM
5812,,,CHAPLIN ANN C,General Counsel,,2024-11-01,D,,QCOM
677,,Stock Award(Grant) at price 0.00 per share.,MYERS MARIE ELIZABETH,Director,,2024-10-08,D,0.0,QCOM
3245,,Sale at price 166.15 per share.,ROGERS ALEXANDER H,Officer,,2024-10-02,D,539157.0,QCOM
3000,,Sale at price 165.14 - 166.97 per share.,PALKHIWALA AKASH J,Chief Operating Officer,,2024-10-01,D,497848.0,QCOM
5107,,,PALKHIWALA AKASH J,Chief Operating Officer,,2024-10-01,D,,QCOM
17022,,,AMON CRISTIANO RENNO,Chief Executive Officer,,2024-10-01,I,,QCOM
8000,,Sale at price 169.80 per share.,THOMPSON JAMES H.,Chief Technology Officer,,2024-10-01,D,1358400.0,QCOM
9575,,,THOMPSON JAMES H.,Chief Technology Officer,,2024-10-01,D,,QCOM
2926,,,ACE HEATHER S,Officer,,2024-10-01,D,,QCOM
5319,,,ROGERS ALEXANDER H,Officer,,2024-10-01,D,,QCOM
198,,Stock Award(Grant) at price 0.00 per share.,TRICOIRE JEAN-PASCAL,Director,,2024-09-30,D,0.0,QCOM
169,,Stock Award(Grant) at price 0.00 per share.,SMIT NEIL,Director,,2024-09-30,D,0.0,QCOM
1255,,Stock Award(Grant) at price 0.00 per share.,KRAFCIK JOHN,Director,,2026-04-20,D,0.0,RIVN
1255,,Stock Award(Grant) at price 0.00 per share.,SCHWARTZ SANFORD HAROLD,Director,,2026-04-20,D,0.0,RIVN
897,,Stock Award(Grant) at price 0.00 per share.,KRAWIEC PETER,Director,,2026-04-20,D,0.0,RIVN
21446,,Sale at price 16.17 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-04-14,D,346782.0,RIVN
20264,,Sale at price 15.00 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-03-31,D,303960.0,RIVN
115588,,Stock Award(Grant) at price 0.00 per share.,VENKATARATNAM SREELA,Officer,,2026-03-20,D,0.0,RIVN
264201,,Stock Award(Grant) at price 0.00 per share.,CALLAHAN MICHAEL JOHN,Officer,,2026-03-20,D,0.0,RIVN
264201,,Stock Award(Grant) at price 0.00 per share.,MCDONOUGH CLAIRE,Chief Financial Officer,,2026-03-20,D,0.0,RIVN
17450,,Sale at price 15.60 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-03-17,D,272230.0,RIVN
67219,,Stock Award(Grant) at price 0.00 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-03-04,D,0.0,RIVN
9852,,Stock Award(Grant) at price 0.00 per share.,VENKATARATNAM SREELA,Officer,,2026-03-04,D,0.0,RIVN
24475,,Stock Award(Grant) at price 0.00 per share.,CALLAHAN MICHAEL JOHN,Officer,,2026-03-04,D,0.0,RIVN
24475,,Stock Award(Grant) at price 0.00 per share.,MCDONOUGH CLAIRE,Chief Financial Officer,,2026-03-04,D,0.0,RIVN
17450,,Sale at price 15.00 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-03-03,D,261750.0,RIVN
34900,,Sale at price 16.80 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-02-18,D,586236.0,RIVN
27133,,Sale at price 16.80 per share.,MCDONOUGH CLAIRE,Chief Financial Officer,,2026-02-18,D,455699.0,RIVN
17450,,Sale at price 16.03 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-01-20,D,279762.0,RIVN
658,,Stock Award(Grant) at price 0.00 per share.,GOMEZ AIDAN N.,Director,,2026-01-20,D,0.0,RIVN
1020,,Stock Award(Grant) at price 0.00 per share.,SCHWARTZ SANFORD HAROLD,Director,,2026-01-20,D,0.0,RIVN
658,,Stock Award(Grant) at price 0.00 per share.,KRAWIEC PETER,Director,,2026-01-20,D,0.0,RIVN
17450,,Sale at price 19.54 - 20.09 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2026-01-06,D,341071.0,RIVN
17450,,Sale at price 21.43 per share.,SCARINGE ROBERT J,Chief Executive Officer,,2025-12-23,D,373871.0,RIVN
